CNPJ_FUNDO_CLASSE,Lista,Forma_Condominio,Tipo_Classe,Situacao,Data_Registro,Data_Inicio,Patrimonio_Liquido
58238959000140,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-26,2024-11-25,500349037.69
60937559000174,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-21,2025-05-19,5654202.61
05615511000131,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-17,2025-06-17,366460548.15
05615522000111,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-17,2025-06-17,466691486.94
59963244000112,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-18,2025-03-18,25290944.37
20155921000130,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-26,2025-06-26,835193018.41
41349195000167,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-27,2025-05-27,17334673.62
13454232000161,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-07,2025-05-07,18931618.49
34172479000165,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-03,2025-04-03,206267255.97
52301436000114,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2023-10-31,2023-10-31,144456387.99
53076690000129,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2023-12-01,2023-12-01,23155332.55
49977033000185,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-11,2025-06-11,260368161.88
55582812000184,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-06-18,2024-06-18,149065525.49
27566032000105,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-22,2025-04-22,29454204.37
61351211000163,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-17,2025-06-17,22452206.79
61972672000153,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-07-29,2025-07-29,678344377.38
40963283000191,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-25,2025-03-25,268080337.72
41545586000157,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-08,2024-07-08,221425465.2
19366021000153,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-02,2025-01-02,114250116.31
42535073000128,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-20,2025-06-20,218583495.79
04764252000148,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-17,2025-06-17,190575686.54
42774252000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-26,2025-02-26,91269179.61
40815606000108,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-04,2025-06-04,13178532.67
26324274000120,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-11,2025-06-11,3292121396.2
46975834000113,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-16,2025-06-16,119369985.16
21082099000198,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-09,2025-06-09,257502855.89
40226109000166,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-26,2025-06-26,24879280.64
48948661000170,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-26,2025-06-26,10705706.85
11248452000103,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-23,2025-06-23,223463917
42847484000159,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-02-01,2024-02-01,52409249.26
37467474000158,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-06,2025-06-06,196433902.43
49077283000169,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-01-24,2024-01-24,6359808.07
45443993000104,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-01,2024-07-01,118273848.39
60906569000142,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-20,2025-05-20,29090918.6
56052260000165,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-23,2024-07-23,121949650.07
42716764000128,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-15,2025-05-15,2743429120.75
45688098000150,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-14,2025-04-14,765335599.87
47586503000154,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-18,2024-10-18,580759452.85
51538282000116,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-18,2024-10-18,1069640233.72
47586388000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-17,2024-10-17,988986840.37
52237532000140,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-18,2024-10-18,6075233.76
46098916000127,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-17,2024-10-17,3838248454.86
62240763000167,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-08-15,2025-08-14,91635104.36
42682169000119,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-31,2025-03-31,18320834.54
47543238000127,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-24,2025-06-24,142497004.31
36181909000130,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-13,2025-06-13,56912320.15
13596496000150,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-09-19,2024-09-19,15079814.11
50622383000108,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-05,2025-03-05,89396110.25
59410619000117,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-11,2025-02-11,7068864.53
58804815000103,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-13,2025-01-09,24084645.05
46415283000133,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-15,2025-04-15,7113928.89
62970324000100,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-09-30,2025-09-30,20373123.27
57711375000187,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-16,2024-10-15,292360363.29
26703080000135,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-22,2025-05-22,26392979.33
35844780000130,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-08,2025-05-08,15528346.87
04587998000123,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-12,2025-06-12,147681485.72
49931360000104,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-09,2025-06-09,28512196.71
63882570000172,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-12-01,2025-12-01,41018687.02
11435262000103,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-06,2025-06-06,16584606.35
15487311000102,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-09,2025-05-09,129188481.56
57884228000109,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-29,2024-10-29,52741470.15
15350679000116,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-17,2025-03-17,314825603.3
42294333000110,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-21,2025-03-21,14529131.31
55689417000103,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-06-26,2024-06-26,243497135.96
57070309000175,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-29,2024-08-29,93886840.69
56974598000174,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-22,2024-08-22,1092215447.15
43164438000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-13,2025-05-13,137222682.29
58460574000122,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-12-13,2024-12-12,182108059.37
63953556000112,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-12-05,2025-12-05,101287593.09
23376623000169,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-21,2025-03-21,73124661.12
24986620000100,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-19,2024-08-19,41499446.81
52272566000176,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-04-17,2024-04-17,54485215.95
52273351000170,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-06-10,2024-06-10,11049034.39
54888270000100,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-04-25,2024-04-25,8300123.67
62155864000130,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-08-11,2025-08-08,69107716.36
63112599000175,Trad,,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-10-09,2025-10-08,88398589.91
58174985000151,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-21,2024-11-21,291496655.05
42777239000112,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-27,2024-11-27,414825244.18
45682244000130,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-13,2025-05-13,383468132.55
18719154000101,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-25,2024-11-25,6517409741.36
24011864000177,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-21,2025-02-21,471848771.13
17072641000154,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-01,2024-08-01,126243065.31
35377796000180,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-26,2024-11-26,577889367.02
20889217000101,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-01,2024-08-01,1232777338.81
54713571000100,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-04-12,2024-04-12,31064927.58
64366238000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2026-01-09,2026-01-09,79801201.36
49768506000134,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-15,2025-05-15,675849502.88
19719719000105,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-27,2025-06-27,222379702.53
62910859000195,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-09-26,2025-09-24,22754370.81
29626006000150,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-29,2025-05-29,39797069.13
32397641000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-19,2025-05-19,20727286.5
11447136000160,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-20,2025-05-20,192342909.21
41888721000167,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-20,2025-05-20,89311482.13
32742673000103,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-30,2025-05-30,54850158.9
26313371000117,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-27,2025-06-27,76787155.85
26313391000198,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-07,2025-03-07,49705690.76
24215307000178,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-16,2025-06-16,1439682878.38
57154741000144,Trad,,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-09-04,2024-09-04,6020143.88
50765209000114,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-12,2025-06-12,8421079
18816175000137,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-24,2025-06-24,253124336.35
50553108000180,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-25,2025-06-25,26183962.94
20231879000190,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-09,2025-06-09,43719657.98
06086684000172,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-09,2025-06-09,42433131.25
64593756000174,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2026-01-20,2026-01-20,13684030.77
38439714000173,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-29,2025-04-29,28103144.53
59755018000146,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-05,2025-02-26,106865534.63
44459125000150,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-11,2025-03-11,43778370.24
42066551000106,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-16,2025-04-16,14364816.86
54875709000160,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-04-24,2024-04-24,3396394357.6
38230040000100,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-16,2025-05-16,294090566
55928061000105,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-15,2024-07-15,6695840181.8
53828295000155,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-02-06,2024-02-06,6849192162.32
40152515000121,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-27,2025-01-27,61937064.55
36368438000174,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-24,2025-03-24,179389578.86
29733674000187,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-09,2025-06-09,86649743.98
08868449000188,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-22,2024-11-22,49069551.04
11961206000102,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-28,2025-02-28,339434877.03
60260680000104,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-04,2025-04-04,44590727.87
09543255000175,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-18,2025-06-18,275786465.18
47543107000140,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-12-30,2024-12-30,2542054843.74
36247749000185,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-12,2025-05-12,77731255.26
44574326000106,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-12,2025-05-12,359518870.37
44870067000152,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-12-19,2024-12-19,149229894.98
36498670000127,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-14,2025-05-14,3670259493.16
43915486000109,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-16,2025-06-16,600638758.18
45646230000160,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-28,2025-02-28,1976516776.61
40153085000162,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-11,2025-04-11,38206761.19
28788460000145,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-20,2025-01-20,142078632.73
52203762000199,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-27,2025-06-27,54527824.33
52272574000112,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-30,2025-06-30,784649113.83
52115449000107,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-05,2025-06-05,141208337.94
46373760000145,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-05,2025-06-05,1008729833.8
46329357000119,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-05,2025-06-05,657147819.51
62670474000106,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-09-11,2025-09-11,118541424.27
34431868000168,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-27,2025-06-27,1570350327.71
49366532000136,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-30,2025-06-30,333779235.67
48411732000109,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-27,2025-06-27,205521715.46
38111943000164,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-05-06,2024-05-06,77104393.38
10264179000148,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-06-06,2024-06-06,4291218245.39
44458613000142,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-01-31,2024-01-31,31156877.35
57890176000183,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-29,2024-10-29,73950938.69
51726488000170,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-05,2025-05-05,19921094.22
08608370000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-10,2025-06-10,143361856.79
17072894000128,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-23,2025-06-23,90073603.4
58689667000123,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-08,2024-01-08,10261489564.77
25079461000122,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,33322169.97
60185164000162,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-01,2025-04-01,14349276.69
09136668000135,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-20,2025-02-20,4392662905.56
58735449000188,Trad,,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-09,2024-01-09,2121966741.66
53450033000108,Trad,,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-01-10,2024-01-10,136229107.75
59884498000145,Trad,,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,5184004.74
30056825000199,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-28,2025-03-28,1958850178.13
19390898000180,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-03,2025-04-03,9358751801.26
53636931000147,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-01-24,2024-01-24,198759520.65
51200543000193,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2023-10-23,2023-10-23,50211297.24
12796193000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-26,2025-02-26,110759282.2
49328341000180,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-15,2025-04-15,8748714073.33
57719249000179,Trad,,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-16,2024-10-16,1838615585.59
10347228000106,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-18,2025-02-18,7220531813.68
33842492000111,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-02-17,2025-02-17,5306399050.39
11447124000136,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-07,2025-04-07,5614493336.44
63901833000143,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-12-02,2025-12-02,20880884.33
02224382000162,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-21,2025-03-21,13393392375.86
17138466000150,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-28,2024-10-28,1169540971.31
13455189000159,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-28,2024-10-28,1248270992.03
55193005000170,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-05-20,2024-05-20,277442536.83
17138474000105,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-10-28,2024-10-28,508140082.25
09577500000165,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,1689138520.93
64008119000193,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-12-10,2025-12-10,109622706
34476006000151,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,523916613.52
19550100000110,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,216795447.26
41722175000190,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-18,2025-06-18,334562094.99
43619743000157,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,1161017978.27
64985472000123,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2026-02-06,2026-02-06,81626220.62
34657939000145,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-30,2025-01-30,21691258.76
57035810000109,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-27,2024-08-27,55693354.1
35120235000100,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-29,2025-01-29,18342445.57
66148281000132,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2026-04-08,2026-04-08,25805719.74
37267132000194,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-08,2025-01-08,13730368.28
43165507000108,Trad,Fechado,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-12-27,2024-12-27,42354780.46
01380701000166,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-14,2025-01-14,7955058.96
18599004000101,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-02,2025-05-02,18724583405.25
36233973000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-02,2025-05-02,2158618848.93
49269925000121,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-02,2025-05-02,2720565126.43
42220446000171,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-29,2025-04-29,464786623.37
37253989000155,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-29,2025-04-29,30365976.51
37266789000137,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-29,2025-04-29,18769321.67
55274875000173,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-05-24,2024-05-24,20772310774.58
56185166000184,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-31,2024-07-31,47939428.48
01630558000113,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-21,2025-03-21,67873093724.27
29259957000139,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-27,2024-08-27,342169616.69
14843629000108,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-05,2025-06-05,7351464.65
56053893000198,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-23,2024-07-23,132919608.3
49270021000116,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-02,2025-05-02,1036536446.4
24018842000139,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-18,2025-03-18,10375588622.31
56926582000196,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-20,2024-08-20,35399747.5
53857092000197,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-02-08,2024-02-08,51935144.75
50717653000164,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-22,2025-04-22,40975210.06
18685779000191,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-12-13,2024-12-13,14825649.55
42246480000115,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-05-22,2025-05-22,637104848.06
11508507000177,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-28,2025-04-28,38043007.03
27293743000153,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-01-29,2025-01-29,225688697.95
45511206000114,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-26,2025-06-26,125611963.35
46763213000176,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-02,2025-06-02,138397491.08
28206220000195,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-27,2025-06-27,546135108.27
53991112000118,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-02-20,2024-02-20,12146897.1
09484942000167,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-27,2024-08-27,43482349.17
47443943000152,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-11-14,2024-11-14,658662333.92
32225995000185,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-13,2025-03-13,43500540.99
51853123000106,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-01,2024-08-01,98508905.17
24444154000130,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-01,2024-08-01,513112559.08
52221407000142,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-08-01,2024-08-01,49608716.05
49818870000161,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-06-18,2025-06-18,1023186270.86
55911526000115,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2024-07-12,2024-07-12,733686942.59
35927331000156,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-10,2025-04-10,290352596.23
30869395000124,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-04-04,2025-04-04,563929209.69
43760546000153,Trad,Aberto,Classes de Cotas de Fundos FIF,Em Funcionamento Normal,2025-03-21,2025-03-21,220481626.68
